vehicle_id,model,manufacture_year,age_years,age_months,mileage_km,mileage_miles,battery_capacity_kwh,current_capacity_kwh,battery_health_percent,battery_cycles,base_price_lkr,region,region_cost_multiplier,avg_temperature_c,fast_charge_ratio,home_charging_available,public_charging_frequency,previous_repairs,needs_repair,repair_type,service_provider,labor_hours,labor_rate_lkr_per_hour,labor_cost_lkr,parts_cost_lkr,diagnostic_fee_lkr,service_charge_lkr,total_repair_cost_lkr,under_warranty,warranty_coverage_percent,out_of_pocket_cost_lkr,total_cost_usd,out_of_pocket_usd
SLEV_00723,BMW i3,2022,4,48,39480,24531,42,36.18,86.15,197,15000000,Ratnapura,0.87,25.0,0.213,True,Rare,2,False,No Repair Needed,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0
SLEV_00724,Mitsubishi i-MiEV,2012,14,168,182682,113513,16,8.27,51.68,913,2300000,Colombo,1.15,27.1,0.222,True,Frequent,10,True,12V Auxiliary Battery,Hybrid Hub (Edirisinghe),3.48,4298.7,14943.21,89832.76,8129.41,4675.13,123323.03,False,0.0,123323.03,411.08,411.08
SLEV_00725,BYD Atto 3,2022,4,48,41239,25624,60,52.28,87.13,206,12000000,Negombo,1.0,30.3,0.491,False,Occasional,2,False,No Repair Needed,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0
SLEV_00726,Hyundai IONIQ Electric,2022,4,48,54863,34090,38,30.48,80.21,274,15000000,Ratnapura,0.87,24.3,0.182,False,Very Frequent,1,True,Brake System Service,Hybrid Hub (Edirisinghe),6.09,4020.84,24485.73,42629.12,10048.4,2151.6,81615.57,False,0.0,81615.57,272.05,272.05
SLEV_00727,Tesla Model 3,2019,7,84,95567,59382,75,56.78,75.71,477,18000000,Colombo,1.15,29.3,0.613,True,Rare,5,False,No Repair Needed,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0
SLEV_00728,BMW i3,2014,12,144,105100,65306,42,27.29,64.99,525,15000000,Kandy,0.95,31.9,0.394,False,Rare,5,True,Window Regulator,Independent EV Specialist,9.82,2557.2,25107.19,142143.01,6917.67,4125.96,178247.15,False,0.0,178247.15,594.16,594.16
SLEV_00729,Wuling Air EV,2021,5,60,34872,21668,26,21.3,81.94,174,4500000,Kandy,0.95,27.3,0.272,True,Very Frequent,1,False,No Repair Needed,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0
SLEV_00730,Mitsubishi i-MiEV,2012,14,168,126024,78307,16,8.67,54.2,630,2300000,Galle,0.9,29.1,0.617,True,Very Frequent,4,False,No Repair Needed,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0
SLEV_00731,Nissan Leaf,2016,10,120,149404,92835,40,27.95,69.87,747,9000000,Negombo,1.0,29.4,0.163,False,Rare,7,True,Body Panel Repair,General Auto Workshop,3.76,2330.69,8774.9,249714.07,4473.48,13937.25,270533.65,False,0.0,270533.65,901.78,901.78
SLEV_00732,BMW i3,2018,8,96,94895,58965,42,32.35,77.04,474,15000000,Batticaloa,0.82,24.1,0.265,True,Very Frequent,3,False,No Repair Needed,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0
SLEV_00733,Mitsubishi i-MiEV,2012,14,168,67475,41927,16,10.32,64.52,337,2300000,Ratnapura,0.87,28.0,0.357,False,Frequent,6,False,No Repair Needed,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0
SLEV_00734,Tesla Model 3,2020,6,72,56697,35229,75,56.25,75.0,283,18000000,Jaffna,0.9,26.9,0.233,False,Rare,1,True,Inverter Repair/Replace,Independent EV Specialist,9.03,2045.25,18464.35,547665.28,14881.32,37742.44,606126.93,False,0.0,606126.93,2020.42,2020.42
SLEV_00735,MG ZS EV,2023,3,36,22508,13985,44,37.4,85.0,112,11000000,Kurunegala,0.88,26.8,0.118,True,Very Frequent,0,False,No Repair Needed,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0
SLEV_00736,Mercedes B250e,2019,7,84,78822,48977,28,22.15,79.1,394,18000000,Jaffna,0.9,26.8,0.241,False,Very Frequent,4,False,No Repair Needed,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0
SLEV_00737,BYD Atto 3,2023,3,36,34540,21462,60,53.72,89.53,172,12000000,Ratnapura,0.87,27.9,0.473,False,Occasional,1,True,Battery Cell Replacement,Independent EV Specialist,10.33,3409.36,35209.56,5882798.71,5417.36,425134.46,6235144.52,False,0.0,6235144.52,20783.82,20783.82
SLEV_00738,Nissan Leaf 62kWh,2024,2,24,21250,13204,62,56.5,91.12,106,12000000,Jaffna,0.9,30.6,0.322,True,Rare,1,True,Battery Management System (BMS),Hybrid Hub (Edirisinghe),12.01,1944.17,23351.72,406865.74,3644.37,16694.3,434761.07,False,0.0,434761.07,1449.2,1449.2
SLEV_00739,BYD Atto 3,2023,3,36,26674,16574,60,52.21,87.02,133,12000000,Kurunegala,0.88,31.3,0.175,True,Frequent,1,False,No Repair Needed,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0
SLEV_00740,Hyundai Kona Electric,2023,3,36,41849,26003,64,53.81,84.08,209,15000000,Matara,0.85,26.4,0.264,True,Frequent,0,False,No Repair Needed,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0
SLEV_00741,Wuling Air EV,2022,4,48,22810,14173,26,23.64,90.94,114,4500000,Ratnapura,0.87,25.5,0.264,False,Very Frequent,2,False,No Repair Needed,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0
SLEV_00742,Volkswagen ID.4,2021,5,60,41564,25826,77,59.69,77.52,207,14000000,Galle,0.9,31.9,0.048,False,Occasional,3,True,Motor Winding Repair,Authorized Dealer,13.8,3228.95,44564.23,1179772.33,6328.51,59445.89,1286338.7,False,0.0,1286338.7,4287.8,4287.8
SLEV_00743,Mahindra e2o,2017,9,108,69978,43482,10,6.63,66.29,349,2500000,Galle,0.9,26.5,0.395,True,Very Frequent,2,True,Inverter Repair/Replace,Independent EV Specialist,4.83,2552.04,12322.63,1639121.18,5420.45,63723.19,1675907.73,False,0.0,1675907.73,5586.36,5586.36
SLEV_00744,BYD Atto 3,2022,4,48,39897,24790,60,50.69,84.48,199,12000000,Kurunegala,0.88,30.3,0.342,True,Frequent,2,False,No Repair Needed,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0
SLEV_00745,Tesla Model 3,2018,8,96,92884,57715,75,50.47,67.29,464,18000000,Ratnapura,0.87,22.0,0.558,False,Rare,2,True,Body Panel Repair,Authorized Dealer,6.73,2870.97,19316.8,138105.88,3094.14,8241.68,173716.07,False,0.0,173716.07,579.05,579.05
SLEV_00746,Hyundai Kona Electric,2019,7,84,57656,35825,64,46.28,72.32,288,15000000,Batticaloa,0.82,29.4,0.507,True,Occasional,4,False,No Repair Needed,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0
SLEV_00747,MG ZS EV,2023,3,36,24777,15395,44,36.74,83.51,123,11000000,Jaffna,0.9,33.4,0.481,True,Frequent,0,False,No Repair Needed,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0
SLEV_00748,Volkswagen ID.4,2024,2,24,22766,14146,77,69.21,89.89,113,14000000,Galle,0.9,26.2,0.257,True,Frequent,0,False,No Repair Needed,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0
SLEV_00749,BYD Atto 3,2023,3,36,17402,10813,60,51.86,86.43,87,12000000,Batticaloa,0.82,24.7,0.515,True,Frequent,1,True,Battery Cooling System Repair,General Auto Workshop,13.33,1305.79,17409.35,356028.57,13047.48,21204.12,394335.61,False,0.0,394335.61,1314.45,1314.45
SLEV_00750,Mitsubishi i-MiEV,2013,13,156,108160,67207,16,9.63,60.18,540,2300000,Jaffna,0.9,29.1,0.213,True,Occasional,3,False,No Repair Needed,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0
SLEV_00751,Nissan Leaf,2021,5,60,44488,27643,40,32.69,81.72,222,9000000,Jaffna,0.9,34.5,0.051,False,Rare,1,True,Motor Bearing Replacement,Browns Hybrid Care,12.64,3459.02,43735.36,864493.48,5560.16,35896.31,916516.32,False,0.0,916516.32,3055.05,3055.05
SLEV_00752,Tesla Model S,2021,5,60,59628,37051,100,79.42,79.42,298,33000000,Jaffna,0.9,25.3,0.276,True,Occasional,2,True,Door Lock Actuator,General Auto Workshop,8.64,2160.17,24271.59,45298.78,4448.25,4011.98,74129.99,False,0.0,74129.99,247.1,247.1
SLEV_00753,Tesla Model S,2020,6,72,56710,35237,100,87.91,87.91,283,33000000,Negombo,1.0,33.0,0.147,False,Occasional,4,False,No Repair Needed,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0
SLEV_00754,Tesla Model 3,2024,2,24,19085,11858,75,72.26,96.34,95,18000000,Galle,0.9,20.5,0.223,True,Occasional,1,False,No Repair Needed,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0
SLEV_00755,Nissan Leaf 62kWh,2019,7,84,63372,39377,62,45.22,72.93,316,12000000,Matara,0.85,28.5,0.054,True,Occasional,4,True,Sensor Replacement,Authorized Dealer,11.99,3189.37,38239.58,39246.39,12518.05,4341.33,90575.33,False,0.0,90575.33,301.92,301.92
SLEV_00756,Mitsubishi i-MiEV,2018,8,96,81229,50473,16,11.33,70.82,406,2300000,Batticaloa,0.82,23.3,0.246,False,Frequent,5,False,No Repair Needed,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0
SLEV_00757,Volkswagen ID.4,2023,3,36,20232,12571,77,65.82,85.48,101,14000000,Batticaloa,0.82,28.3,0.173,True,Very Frequent,2,True,Battery Cell Replacement,Independent EV Specialist,19.6,3118.39,61105.49,7123362.8,4676.43,511438.66,7623546.79,False,0.0,7623546.79,25411.82,25411.82
SLEV_00758,Kia Niro EV,2023,3,36,24770,15391,64,53.58,83.72,123,15000000,Ratnapura,0.87,36.7,0.365,True,Occasional,0,False,No Repair Needed,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0
SLEV_00759,Tesla Model 3,2018,8,96,84671,52612,75,60.21,80.28,423,18000000,Ratnapura,0.87,32.4,0.366,False,Very Frequent,4,False,No Repair Needed,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0
SLEV_00760,MG ZS EV,2022,4,48,58807,36540,44,36.35,82.61,294,11000000,Galle,0.9,25.9,0.444,True,Occasional,3,False,No Repair Needed,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0
SLEV_00761,Tesla Model 3,2022,4,48,20866,12965,75,62.97,83.96,104,18000000,Galle,0.9,31.7,0.143,False,Frequent,2,False,No Repair Needed,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0
SLEV_00762,Volkswagen ID.4,2024,2,24,13627,8467,77,73.43,95.37,68,14000000,Ratnapura,0.87,30.5,0.207,False,Very Frequent,1,True,Window Regulator,Browns Hybrid Care,4.36,2492.09,10864.41,77511.88,5591.11,6457.5,96260.97,False,0.0,96260.97,320.87,320.87
SLEV_00763,Wuling Air EV,2023,3,36,26410,16410,26,23.77,91.43,132,4500000,Anuradhapura,0.85,27.0,0.253,True,Frequent,1,False,No Repair Needed,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0
SLEV_00764,Nissan Leaf,2016,10,120,103788,64490,40,29.53,73.83,518,9000000,Kurunegala,0.88,28.8,0.236,False,Frequent,7,True,Inverter Repair/Replace,Browns Hybrid Care,16.44,1942.19,31922.83,884660.04,12988.0,24468.84,994162.25,False,0.0,994162.25,3313.87,3313.87
SLEV_00765,BMW i3,2023,3,36,25477,15830,42,35.69,84.98,127,15000000,Ratnapura,0.87,31.3,0.388,False,Occasional,1,False,No Repair Needed,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0
SLEV_00766,Hyundai Kona Electric,2023,3,36,24346,15127,64,56.36,88.06,121,15000000,Anuradhapura,0.85,25.7,0.375,True,Occasional,1,False,No Repair Needed,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0
SLEV_00767,Tesla Model S,2023,3,36,30773,19121,100,87.31,87.31,153,33000000,Batticaloa,0.82,27.2,0.145,False,Frequent,2,False,No Repair Needed,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0
SLEV_00768,Tesla Model S,2020,6,72,77674,48264,100,75.36,75.36,388,33000000,Matara,0.85,26.4,0.362,True,Very Frequent,3,False,No Repair Needed,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0
SLEV_00769,Mercedes B250e,2019,7,84,58559,36386,28,22.56,80.56,292,18000000,Anuradhapura,0.85,25.2,0.353,False,Very Frequent,5,False,No Repair Needed,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0
SLEV_00770,Kia Niro EV,2020,6,72,85194,52937,64,49.08,76.69,425,15000000,Negombo,1.0,26.4,0.52,False,Very Frequent,4,False,No Repair Needed,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0
SLEV_00771,Hyundai IONIQ Electric,2022,4,48,42000,26097,38,32.11,84.49,210,15000000,Ratnapura,0.87,30.2,0.089,False,Frequent,0,True,12V Auxiliary Battery,General Auto Workshop,2.52,1346.06,3398.46,96001.72,4969.37,2313.18,104866.26,False,0.0,104866.26,349.55,349.55
SLEV_00772,Mercedes B250e,2016,10,120,123884,76977,28,17.75,63.38,619,18000000,Matara,0.85,28.4,0.113,True,Occasional,4,True,Door Lock Actuator,General Auto Workshop,7.17,1979.72,14199.48,73134.74,5472.21,5178.04,93510.46,False,0.0,93510.46,311.7,311.7
SLEV_00773,Mitsubishi i-MiEV,2015,11,132,126698,78726,16,9.95,62.21,633,2300000,Batticaloa,0.82,25.6,0.272,True,Rare,5,True,Power Electronics Module,Browns Hybrid Care,17.18,3683.57,63269.14,277374.51,14436.56,12573.0,363316.18,False,0.0,363316.18,1211.05,1211.05
SLEV_00774,Volkswagen ID.4,2022,4,48,48733,30281,77,65.9,85.59,243,14000000,Negombo,1.0,30.8,0.112,True,Rare,2,False,No Repair Needed,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0
SLEV_00775,Mercedes B250e,2020,6,72,41557,25822,28,22.09,78.9,207,18000000,Ratnapura,0.87,30.7,0.068,True,Rare,4,False,No Repair Needed,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0
SLEV_00776,Tesla Model 3,2022,4,48,48099,29887,75,64.81,86.41,240,18000000,Matara,0.85,31.1,0.291,True,Occasional,0,False,No Repair Needed,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0
SLEV_00777,Nissan Leaf,2018,8,96,64576,40125,40,31.55,78.89,322,9000000,Anuradhapura,0.85,30.2,0.069,True,Frequent,2,False,No Repair Needed,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0
SLEV_00778,Volkswagen ID.4,2021,5,60,53344,33146,77,60.02,77.95,266,14000000,Jaffna,0.9,23.0,0.211,True,Very Frequent,1,True,Cooling Fan Replacement,Authorized Dealer,10.12,4639.43,46928.03,64379.49,4422.88,8041.96,117656.52,False,0.0,117656.52,392.19,392.19
SLEV_00779,Wuling Air EV,2022,4,48,44481,27639,26,21.76,83.69,222,4500000,Batticaloa,0.82,27.2,0.289,True,Occasional,2,False,No Repair Needed,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0
SLEV_00780,Volkswagen ID.4,2023,3,36,30121,18716,77,66.93,86.92,150,14000000,Kandy,0.95,28.5,0.179,False,Frequent,0,False,No Repair Needed,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0
SLEV_00781,Hyundai Kona Electric,2024,2,24,19577,12164,64,58.12,90.81,97,15000000,Kandy,0.95,27.9,0.526,False,Very Frequent,0,False,No Repair Needed,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0
SLEV_00782,Mercedes B250e,2020,6,72,63981,39755,28,23.56,84.16,319,18000000,Galle,0.9,29.8,0.489,False,Very Frequent,1,False,No Repair Needed,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0
SLEV_00783,Hyundai Kona Electric,2021,5,60,45502,28273,64,54.55,85.23,227,15000000,Anuradhapura,0.85,26.5,0.345,True,Rare,1,False,No Repair Needed,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0
SLEV_00784,Kia Niro EV,2024,2,24,24445,15189,64,59.78,93.41,122,15000000,Batticaloa,0.82,26.7,0.066,True,Frequent,1,True,Battery Thermal Management,General Auto Workshop,2.49,1343.78,3341.31,565487.18,4383.83,19148.23,568601.23,False,0.0,568601.23,1895.34,1895.34
SLEV_00785,Nissan Leaf 62kWh,2023,3,36,20110,12495,62,53.18,85.77,100,12000000,Negombo,1.0,24.8,0.157,True,Very Frequent,1,False,No Repair Needed,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0
SLEV_00786,Volkswagen ID.4,2024,2,24,15903,9881,77,65.25,84.73,79,14000000,Anuradhapura,0.85,32.0,0.296,True,Rare,0,True,Wiring Harness Repair,Independent EV Specialist,9.6,2183.18,20966.25,213130.77,13250.64,6120.24,244128.25,False,0.0,244128.25,813.76,813.76
SLEV_00787,Kia Niro EV,2020,6,72,79116,49160,64,52.51,82.05,395,15000000,Colombo,1.15,30.1,0.462,True,Occasional,3,False,No Repair Needed,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0
SLEV_00788,MG ZS EV,2023,3,36,25504,15847,44,38.26,86.96,127,11000000,Colombo,1.15,31.9,0.216,True,Frequent,1,False,No Repair Needed,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0
SLEV_00789,MG ZS EV,2019,7,84,72026,44754,44,33.47,76.08,360,11000000,Batticaloa,0.82,26.7,0.101,True,Occasional,4,False,No Repair Needed,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0
SLEV_00790,Hyundai IONIQ Electric,2023,3,36,44367,27568,38,33.01,86.88,221,15000000,Negombo,1.0,33.3,0.325,True,Rare,2,False,No Repair Needed,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0
SLEV_00791,MG ZS EV,2022,4,48,30734,19097,44,38.91,88.44,153,11000000,Kandy,0.95,28.0,0.248,True,Rare,1,False,No Repair Needed,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0
SLEV_00792,Hyundai IONIQ Electric,2017,9,108,89754,55770,38,28.19,74.18,448,15000000,Negombo,1.0,27.6,0.068,False,Frequent,2,True,Battery Module Replacement,Independent EV Specialist,6.57,2582.94,16966.62,1270539.7,12813.88,60946.23,1402069.12,False,0.0,1402069.12,4673.56,4673.56
SLEV_00793,Kia Niro EV,2022,4,48,47341,29416,64,52.46,81.98,236,15000000,Kandy,0.95,27.7,0.2,True,Frequent,2,False,No Repair Needed,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0
SLEV_00794,Volkswagen ID.4,2024,2,24,18733,11640,77,67.32,87.43,93,14000000,Jaffna,0.9,26.3,0.22,False,Occasional,0,False,No Repair Needed,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0
SLEV_00795,Mercedes B250e,2014,12,144,120467,74854,28,17.16,61.29,602,18000000,Galle,0.9,32.2,0.513,True,Very Frequent,3,True,Battery Thermal Management,Authorized Dealer,4.59,3211.42,14753.74,700839.49,4133.48,30232.56,765629.98,False,0.0,765629.98,2552.1,2552.1
SLEV_00796,Hyundai Kona Electric,2022,4,48,42452,26378,64,50.19,78.42,212,15000000,Anuradhapura,0.85,23.3,0.674,True,Occasional,2,False,No Repair Needed,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0
SLEV_00797,Wuling Air EV,2023,3,36,31430,19529,26,23.15,89.02,157,4500000,Galle,0.9,27.3,0.295,False,Rare,0,True,Door Lock Actuator,General Auto Workshop,5.44,2032.45,11059.69,42935.99,8527.96,1895.55,63613.0,False,0.0,63613.0,212.04,212.04
SLEV_00798,BMW i3,2014,12,144,129858,80689,42,25.26,60.15,649,15000000,Ratnapura,0.87,31.8,0.041,False,Very Frequent,2,False,No Repair Needed,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0
SLEV_00799,Nissan Leaf,2024,2,24,19087,11860,40,35.7,89.26,95,9000000,Kandy,0.95,27.8,0.093,True,Frequent,0,False,No Repair Needed,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0
SLEV_00800,Nissan Leaf,2021,5,60,50904,31630,40,34.6,86.5,254,9000000,Matara,0.85,22.8,0.173,True,Frequent,1,False,No Repair Needed,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0
SLEV_00801,Tesla Model S,2017,9,108,107503,66799,100,66.31,66.31,537,33000000,Galle,0.9,32.6,0.31,False,Frequent,7,True,Cooling Fan Replacement,Hybrid Hub (Edirisinghe),4.39,1820.8,10391.71,208447.43,8669.52,10831.84,226862.84,False,0.0,226862.84,756.21,756.21
SLEV_00802,Mitsubishi i-MiEV,2015,11,132,53336,33141,16,10.9,68.13,266,2300000,Kurunegala,0.88,31.8,0.083,False,Occasional,3,True,Battery Management System (BMS),Independent EV Specialist,9.93,1857.21,18449.65,1018953.88,7895.22,51698.72,1046583.73,False,0.0,1046583.73,3488.61,3488.61
SLEV_00803,Tesla Model S,2019,7,84,57766,35894,100,78.49,78.49,288,33000000,Matara,0.85,28.1,0.291,True,Rare,1,False,No Repair Needed,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0
SLEV_00804,Nissan Leaf 62kWh,2023,3,36,30115,18712,62,57.64,92.97,150,12000000,Colombo,1.15,29.5,0.373,True,Occasional,1,False,No Repair Needed,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0
SLEV_00805,Tesla Model S,2016,10,120,94930,58986,100,65.33,65.33,474,33000000,Kurunegala,0.88,33.7,0.231,True,Frequent,5,False,No Repair Needed,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0
SLEV_00806,BYD Atto 3,2022,4,48,38236,23758,60,53.73,89.55,191,12000000,Ratnapura,0.87,28.1,0.256,True,Occasional,1,False,No Repair Needed,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0
SLEV_00807,BMW i3,2018,8,96,99992,62132,42,31.28,74.48,499,15000000,Kandy,0.95,27.8,0.482,False,Very Frequent,3,True,Battery Management System (BMS),General Auto Workshop,6.25,3064.91,19161.53,863561.84,12423.98,24118.85,890707.7,False,0.0,890707.7,2969.03,2969.03
SLEV_00808,Mahindra e2o,2018,8,96,63001,39146,10,6.97,69.7,315,2500000,Batticaloa,0.82,26.1,0.163,True,Occasional,3,True,Battery Module Replacement,Hybrid Hub (Edirisinghe),20.21,3063.29,61905.47,3727663.5,12934.44,112999.3,4060834.57,False,0.0,4060834.57,13536.12,13536.12
SLEV_00809,Mahindra e2o,2018,8,96,103243,64152,10,7.67,76.69,516,2500000,Negombo,1.0,31.0,0.205,True,Frequent,5,False,No Repair Needed,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0
SLEV_00810,Wuling Air EV,2021,5,60,43326,26921,26,21.09,81.12,216,4500000,Galle,0.9,24.0,0.235,False,Very Frequent,1,False,No Repair Needed,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0
SLEV_00811,Hyundai Kona Electric,2021,5,60,48247,29979,64,53.45,83.52,241,15000000,Kurunegala,0.88,26.6,0.135,False,Frequent,1,False,No Repair Needed,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0
SLEV_00812,Nissan Leaf,2023,3,36,31819,19771,40,34.98,87.46,159,9000000,Ratnapura,0.87,29.6,0.339,True,Occasional,1,False,No Repair Needed,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0
SLEV_00813,Hyundai IONIQ Electric,2024,2,24,16614,10323,38,34.5,90.8,83,15000000,Negombo,1.0,34.5,0.459,True,Occasional,0,False,No Repair Needed,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0
SLEV_00814,Mahindra e2o,2018,8,96,76686,47650,10,6.69,66.91,383,2500000,Kurunegala,0.88,26.4,0.351,True,Very Frequent,4,False,No Repair Needed,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0
SLEV_00815,Tesla Model 3,2022,4,48,56253,34953,75,58.39,77.86,281,18000000,Kandy,0.95,27.2,0.154,True,Occasional,1,False,No Repair Needed,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0
SLEV_00816,Mitsubishi i-MiEV,2014,12,144,84532,52525,16,11.02,68.87,422,2300000,Jaffna,0.9,31.6,0.199,True,Very Frequent,2,True,Battery Cooling System Repair,Hybrid Hub (Edirisinghe),14.63,1786.68,26145.03,674100.14,6716.17,26488.19,719206.13,False,0.0,719206.13,2397.35,2397.35
SLEV_00817,Mitsubishi i-MiEV,2016,10,120,82676,51372,16,11.23,70.2,413,2300000,Batticaloa,0.82,31.3,0.261,False,Frequent,6,True,Window Regulator,Hybrid Hub (Edirisinghe),6.97,2090.95,14567.52,125370.94,8827.3,6713.05,157882.27,False,0.0,157882.27,526.27,526.27
SLEV_00818,Mitsubishi i-MiEV,2015,11,132,130791,81269,16,9.47,59.18,653,2300000,Colombo,1.15,26.2,0.236,False,Very Frequent,5,False,No Repair Needed,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0
SLEV_00819,MG ZS EV,2021,5,60,44924,27914,44,36.86,83.77,224,11000000,Anuradhapura,0.85,28.9,0.18,True,Very Frequent,1,False,No Repair Needed,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0
